,Spearman_coef
GPATCH4,-0.07334703
ATF7,-0.073356783
COPS3,-0.073394061
XYLB,-0.073429897
LRRC4B,-0.073436374
NDRG3,-0.073445714
RPA3,-0.073456279
SDF2,-0.073514946
RASD2,-0.073519933
CDK5R1,-0.073553449
NDEL1,-0.073555496
SLC2A2,-0.073563194
MUC15,-0.073570322
YME1L1,-0.073572022
LPCAT1,-0.073622374
DOLPP1,-0.073628372
NLGN2,-0.073653598
PSMB8,-0.073662832
ZNF432,-0.073695879
LATS1,-0.073742923
RASGEF1A,-0.073765046
PHPT1,-0.073773433
NAT9,-0.073775854
IFNGR2,-0.073823238
C19orf47,-0.073841576
PIAS3,-0.073871297
ODF2L,-0.073886744
EVPL,-0.073933973
SLC25A27,-0.073956983
PKP2,-0.073990393
IDNK,-0.074009906
ABI2,-0.074013888
LINC00936,-0.074030473
ITGB1,-0.074046416
FAU,-0.074054862
CLDN12,-0.074059019
NUB1,-0.07408385
CHCHD6,-0.074093966
EEF1B2,-0.074110724
TRIM28,-0.074206062
KCNA3,-0.07422871
UBA52,-0.074275449
SUGP1,-0.074283507
DNAJC19,-0.074293708
DHFRL1,-0.074303027
WDR43,-0.074340086
GRIA1,-0.074352317
PJA1,-0.074398938
FUS,-0.074446214
STK24,-0.074453723
ZNF528,-0.074487796
RANBP1,-0.074508214
STAT6,-0.074618541
C1orf123,-0.074625977
CD300A,-0.074629475
FAH,-0.074651816
SSNA1,-0.074708988
LRRC27,-0.074726747
FLNC,-0.074757086
TDP1,-0.074759834
RBM38,-0.074845174
ING4,-0.074875704
ALG13,-0.074923408
BTN3A3,-0.074924913
CDKN1B,-0.074936569
TRAT1,-0.074941193
SUMF2,-0.074957931
PSMD14,-0.074961617
ATAD3A,-0.075007966
COQ6,-0.075059302
PANX2,-0.075061471
HYOU1,-0.075134769
NSMCE4A,-0.07515264
UBE2I,-0.075203628
ARAF,-0.07521435
CLEC4F,-0.075245682
MSH2,-0.075281472
ENTPD5,-0.075287795
ALDH2,-0.075300984
PIGO,-0.075321196
NUMBL,-0.075331404
SMIM8,-0.075368952
TIPRL,-0.075385848
SPAG16,-0.075400533
AKIRIN1,-0.075402861
CALM2,-0.075410479
TSPAN1,-0.075416555
CCDC115,-0.075438901
TRUB1,-0.075486958
SSB,-0.075491628
ZFPL1,-0.075493239
ZNF546,-0.075523392
RBBP7,-0.075578978
PKN3,-0.075582979
MIOS,-0.075610981
ZBED5,-0.075669397
RASSF4,-0.075750008
SRP72,-0.075822076
RAB11A,-0.075832879
SLC35G2,-0.075839387
BRK1,-0.075843092
ANKRD6,-0.075846857
KIAA0895,-0.075853319
CASC3,-0.075917982
ARIH1,-0.075939448
TRMT12,-0.075947065
FAT3,-0.075947212
ALG5,-0.075972248
SEPHS1,-0.07597507
VPS53,-0.075993682
COPS4,-0.076042428
INHBA,-0.076074775
SNX6,-0.076089274
SSBP4,-0.076095301
EHD2,-0.076101382
ZSCAN25,-0.076115465
MTERF3,-0.0761312
SLC25A13,-0.076145647
BTG3,-0.076155915
LINC01004,-0.076155982
ITGB3BP,-0.076183733
TFRC,-0.07623927
PDDC1,-0.076275877
SLC25A1,-0.07629339
PTK2,-0.076330967
MRPL18,-0.076372933
COPS8,-0.076376786
RAB26,-0.076397103
GNAI3,-0.076418418
SP100,-0.076424376
CHFR,-0.076446432
NME5,-0.076457437
JUND,-0.076479185
ISCA1,-0.076492264
NDUFS4,-0.076509272
GK5,-0.076525933
ATOX1,-0.076531423
CCDC68,-0.07655674
ARSJ,-0.076568468
LAPTM4A,-0.0765748
ZNF266,-0.076580933
IRF9,-0.076586288
RNF7,-0.076635103
LTBR,-0.076635516
AKR1A1,-0.076663014
ZNF33A,-0.076668676
ZDHHC4,-0.076681385
ACKR1,-0.076684409
FAM50B,-0.076686412
CGGBP1,-0.076691543
GLT8D1,-0.076700759
MRPS10,-0.076708948
XRCC1,-0.076723737
ABTB2,-0.076728036
GM2A,-0.076735587
SLC37A1,-0.076745273
DENND6A,-0.076745807
PKP4,-0.076803584
DAZAP2,-0.076814076
FBF1,-0.076826071
CNGA1,-0.076831543
INPP5A,-0.076873467
KIAA0141,-0.076875765
BIRC5,-0.076899542
BCL2,-0.076949077
KCNK5,-0.076950629
TMEM183A,-0.076967353
ADAM10,-0.077023851
FKBP11,-0.077040441
TOP1,-0.077040531
CYTH3,-0.077050161
CDC42EP1,-0.077057135
SRGAP2,-0.077058165
SLC25A43,-0.07719886
SEMA4D,-0.077289806
UMPS,-0.077314268
ARPC5,-0.077357666
EXOSC9,-0.077369702
MAMDC2,-0.077374415
EDN1,-0.077404087
LSM8,-0.077409291
MSC-AS1,-0.077430755
HP1BP3,-0.077475094
MMGT1,-0.077547917
FBXL12,-0.077589847
BCKDHB,-0.077597288
ANKRD16,-0.077655619
TMEM248,-0.077749092
IGSF11,-0.077753623
GUSBP11,-0.077754771
DCP2,-0.077765777
SS18L1,-0.077792365
TOMM5,-0.077821302
IKBKB,-0.077826287
SEZ6L,-0.077852642
GKAP1,-0.0778895
GTPBP10,-0.077889576
GTF3C3,-0.077891672
ATF4,-0.077929091
DPH3,-0.077929623
PRR36,-0.077973552
H2AFJ,-0.078003914
MMRN1,-0.078007519
KIRREL,-0.078032432
SLC6A7,-0.078125011
SOD1,-0.078133599
ARHGDIA,-0.078151079
TAF11,-0.078189721
YPEL5,-0.078198901
COL17A1,-0.078220444
CPS1,-0.078247115
CACNG2,-0.078256796
CTGF,-0.078256796
HAS2,-0.078256796
KCNH3,-0.078258462
EIF4G2,-0.078267572
C10orf71,-0.078385905
HILPDA,-0.078505781
EIF6,-0.078520477
TOR1AIP2,-0.07852768
ABCG8,-0.078546354
JDP2,-0.078577581
SMIM14,-0.078601624
VPS50,-0.07863972
EPC1,-0.078644917
SEMA3E,-0.07873063
CUL3,-0.078745214
CDKN2AIP,-0.078799859
PITPNB,-0.078806139
LDHB,-0.078814012
TMEM14A,-0.078828839
LTB,-0.078859238
CIDEA,-0.078874056
CACNB2,-0.078915561
FAM133B,-0.078937893
PIH1D2,-0.078998949
MRPL50,-0.078999782
LAMB2,-0.079018944
MRPS21,-0.079029666
CTNNBIP1,-0.079045909
YWHAQ,-0.079096708
PTPN22,-0.079103036
AP1M1,-0.079109831
VDAC3,-0.079142962
TEKT2,-0.079154394
KAZN,-0.079162112
BZW1,-0.079231458
MTG1,-0.079239318
ZNF34,-0.079287775
GRPEL1,-0.079324478
KBTBD6,-0.079353651
KANSL3,-0.07936915
TMEM237,-0.079378452
BIN2,-0.079402136
DCUN1D2,-0.079413613
UQCR10,-0.079430624
AKNA,-0.079432184
TPRN,-0.079459943
RPL28,-0.079467592
MYCN,-0.079491433
PITPNC1,-0.079495097
ZNF544,-0.079495139
DNAJA4,-0.0795323
EFNA3,-0.079596474
LTBP4,-0.079606296
MIR3064,-0.079620813
ZNF200,-0.079643919
FLCN,-0.079653955
MACC1,-0.079677534
FANCI,-0.079694251
HHAT,-0.079781777
MPZL3,-0.079838757
CA5B,-0.07989441
NAP1L5,-0.079895337
MAGT1,-0.079914148
GLUL,-0.079917497
RAB40B,-0.079943312
STIM1,-0.079947543
CNKSR3,-0.079984837
CRX,-0.079986712
CALB2,-0.080004
MYOZ2,-0.080041308
SYNJ2,-0.080044465
NID1,-0.080076539
COA3,-0.080083073
RPL22,-0.080130021
PSMC4,-0.080175231
HMCES,-0.080253832
SEC61B,-0.080257164
SMNDC1,-0.08033478
RIN3,-0.080349802
IFNLR1,-0.080403907
FMO4,-0.080503144
RPAP2,-0.080524785
USP15,-0.080538051
SLIRP,-0.080556567
DBI,-0.080561077
RPL5,-0.080603983
ADARB1,-0.08061605
SP140L,-0.080646324
TRIM29,-0.080666648
ANKRD37,-0.080682767
LSM7,-0.080709589
SRGAP1,-0.080712333
RHOF,-0.080731317
CYB5A,-0.080762408
GAMT,-0.080766088
MRPL44,-0.080785613
ILF2,-0.080786281
TBCC,-0.080795029
HACD2,-0.080820898
CECR2,-0.080854054
MOCS1,-0.080857183
PDLIM7,-0.080900874
KIF21B,-0.080927109
TP63,-0.080950218
ATF3,-0.080966315
CFAP52,-0.081015895
NAGK,-0.081020963
INTS10,-0.081024529
GABARAPL1,-0.081046454
UBAP1,-0.081080061
POP1,-0.081097653
NUDT12,-0.081103891
SFT2D3,-0.081112235
RPAIN,-0.081114905
BEX1,-0.081120898
CRADD,-0.081151934
DUSP12,-0.08117183
KLHDC8A,-0.081192106
LRRC6,-0.081216594
CYTH4,-0.08122446
TAF1C,-0.08142572
SAMD14,-0.081462255
DDX60L,-0.081500163
HUNK,-0.081562944
PNLIP,-0.081562944
ZNF84,-0.08157376
SGMS2,-0.081608085
MPC2,-0.081608549
GBP6,-0.081616022
MRPL36,-0.081657585
CXorf40A,-0.08168932
PSMD10,-0.081812702
RPS6,-0.081832885
CCBL1,-0.081839687
SLC35B1,-0.081927153
PNP,-0.081930151
CD3E,-0.081949068
NSUN2,-0.08196865
ERLIN2,-0.081977968
PHF11,-0.082032059
MRPS18B,-0.082063459
N4BP2,-0.082130511
PSMD13,-0.082135712
KRT17,-0.082182046
TMEM104,-0.082188359
ARL16,-0.082207455
RIOK1,-0.082252487
EHHADH,-0.082257951
ATG12,-0.082299951
INIP,-0.082308003
CST7,-0.082342475
RPARP-AS1,-0.082345197
KARS,-0.082389941
EPHX2,-0.082391563
INMT,-0.08244333
OXTR,-0.082446596
VTA1,-0.082579985
MRPS15,-0.082637969
EAPP,-0.082646752
EXOSC3,-0.082669074
POLM,-0.082675172
KLF11,-0.082710606
STX8,-0.082749817
CLDN11,-0.082778313
MYL6,-0.082781259
CAMK1D,-0.082800305
TMEM87A,-0.082803113
PIK3R5,-0.082834021
CREG1,-0.082853893
PPP1R26,-0.082887128
PPM1A,-0.082900489
MYZAP,-0.082936372
CHRAC1,-0.082943749
MAPRE2,-0.082962727
EMC3,-0.083136325
WIZ,-0.083177256
MRPL52,-0.08318037
KCNS1,-0.083181391
SYNGR1,-0.083204603
ADAM11,-0.083222174
AP1S2,-0.083324581
TMSB4X,-0.083370628
TCEB2,-0.083375057
CLK4,-0.083414297
VCPKMT,-0.083485882
PRPF38A,-0.083623151
SGK223,-0.083642443
CCS,-0.083644528
PLEKHM1P,-0.083727639
ZNF41,-0.083775263
GINM1,-0.083783703
MSRB3,-0.083797878
BAHCC1,-0.08382552
PRPF38B,-0.08384583
PMVK,-0.083846735
CASP6,-0.08386681
SOCS6,-0.083888467
ATG10,-0.083924756
SF1,-0.083937696
GDI2,-0.084097773
GP2,-0.084103031
SPATA6,-0.084113503
PODXL2,-0.084157917
CEBPA,-0.084169602
FAM58A,-0.084194553
SBDSP1,-0.084203803
VWA1,-0.084251833
CDK2AP2,-0.084260552
KATNA1,-0.084308585
STK38L,-0.084313958
MRPS7,-0.084337198
SESN1,-0.084400347
RCE1,-0.084412388
EFNA1,-0.084414747
SHISA5,-0.084432214
NELFCD,-0.084452145
TIMM9,-0.084461397
SNHG6,-0.084475193
FOXJ1,-0.084518554
GNPNAT1,-0.08456991
FLOT1,-0.084589232
PSME1,-0.084598208
IER2,-0.084614352
ALDH1B1,-0.084621203
FAM83H,-0.08463333
SCRN3,-0.084642526
FAM13A,-0.08465746
EPOR,-0.084728
DDAH2,-0.084742931
GBP2,-0.084761668
CDK4,-0.084797112
CHI3L1,-0.0848238
LAD1,-0.0848238
SLC6A17,-0.0848238
DDX20,-0.084834675
TBCK,-0.084868737
HSPA5,-0.084922306
COA6,-0.084943404
C14orf2,-0.085011688
TTC28-AS1,-0.085020325
TUBG2,-0.085027777
PRPF18,-0.085037294
VWA3A,-0.085048616
FMO5,-0.085070678
SMARCD2,-0.085084269
MLIP,-0.085092893
SRPX2,-0.085099055
CENPJ,-0.085102356
MT1E,-0.085186308
PAWR,-0.085196586
NDUFAB1,-0.08521246
CARM1,-0.085226247
ITGB1BP1,-0.085239926
MED6,-0.085310875
DAB2IP,-0.085334593
COIL,-0.085349631
JPH4,-0.085408182
POLR3K,-0.08555411
ZNF37BP,-0.085583202
PIK3AP1,-0.085629216
AQP4,-0.085654545
HHATL,-0.085654545
KRT13,-0.085654545
MIR100HG,-0.085654545
MIR124-2HG,-0.085654545
NFATC4,-0.085654545
PKP1,-0.085654545
PRAME,-0.085654545
RPE65,-0.085654545
SPOCK3,-0.085654545
KAT8,-0.085664313
LIPT1,-0.085684721
C15orf59,-0.085690092
NDUFB6,-0.085752586
RHOA,-0.085803977
SLC7A14,-0.085856502
RPL24,-0.085900581
HCFC1R1,-0.085965153
PKLR,-0.085966391
ITM2A,-0.086002435
SAMD15,-0.086006316
NLGN3,-0.086015585
ARGLU1,-0.086053802
C2orf47,-0.086059271
RPS27A,-0.08607328
C9orf69,-0.086086513
UBE2N,-0.086110957
MRPL49,-0.086133736
UNC13A,-0.086164259
CCDC127,-0.086191098
ARHGAP32,-0.086232652
CCNG2,-0.086236521
TAP2,-0.086412985
SLC27A3,-0.086464031
E2F5,-0.086468217
RAI14,-0.086468717
KCNJ14,-0.086516054
FAM213A,-0.086519432
SARS2,-0.086538506
WDR45,-0.086549767
NDUFA6,-0.0865727
THAP1,-0.086587259
MVK,-0.086606868
IRF7,-0.086656346
BAG2,-0.086666744
MGST1,-0.086667557
HOXB2,-0.086674953
VEGFB,-0.086824101
DSC2,-0.08691384
DEF8,-0.086917542
LAMP3,-0.086922414
AK5,-0.086937395
PPP1R14C,-0.086993951
USP16,-0.086997441
DNAJC15,-0.086998338
CD99,-0.087021561
CHMP2B,-0.087048582
MAPK1IP1L,-0.087067541
SCN9A,-0.087075401
NT5C,-0.087077656
EIF1AX,-0.087091248
PAICS,-0.087144708
TBCCD1,-0.087195288
CYP2B7P,-0.087204682
LINC01278,-0.087300672
ZBTB9,-0.087335403
ST3GAL2,-0.087346085
KATNBL1,-0.087354762
NAPSB,-0.087362126
NAP1L1,-0.087365663
TMED2,-0.087370492
PPP2R5A,-0.087370829
DEDD2,-0.087376761
COX11,-0.087450436
CMTR2,-0.087465531
LRRC41,-0.08750281
ORAI1,-0.087514297
CBX3,-0.087543321
PPP3CC,-0.087598645
GFRA2,-0.087603869
KIFC2,-0.087637496
ENOSF1,-0.087657169
HSD3B7,-0.087665187
NEDD4L,-0.087725544
CISD3,-0.08773623
LOC100506603,-0.087745711
CXorf23,-0.087747136
TINF2,-0.087770576
MYH9,-0.087805684
SAR1A,-0.087828363
NUBP1,-0.087857777
HARS2,-0.087896035
RGS22,-0.087940351
SH3GL3,-0.087940351
SUSD4,-0.08796231
PANX1,-0.087963291
USP40,-0.088001334
EEPD1,-0.088002737
RHOH,-0.088065884
ARRB2,-0.088070465
ENPP2,-0.088093885
BTG1,-0.088096988
FKBP3,-0.088108183
KCTD7,-0.088128276
NT5DC2,-0.088182615
RAB1A,-0.088185277
C17orf75,-0.088190626
TOB1,-0.088239883
NUMB,-0.088245653
SLU7,-0.088267936
CDIPT,-0.088270431
ZBTB7B,-0.088318479
KLF6,-0.088396035
NDUFB9,-0.088409658
CRAT,-0.088423923
PITHD1,-0.088424671
TAMM41,-0.088536412
NASP,-0.088539287
NARS2,-0.088616746
ZFP64,-0.088668486
FBXO32,-0.088668726
MPHOSPH6,-0.088679202
MAPKAPK3,-0.088723749
SYT7,-0.088733313
IKBIP,-0.088743082
S100A8,-0.088793101
COX7B,-0.088865293
PTPRJ,-0.088892036
TMUB1,-0.088922034
CHMP4A,-0.088964803
PSAT1,-0.088984014
USP9Y,-0.088993884
MN1,-0.089076974
KIAA1644,-0.089118086
PECR,-0.089144316
C11orf31,-0.08915749
ZBTB21,-0.089221854
C19orf68,-0.0892291
DTWD1,-0.089232993
TPPP,-0.089399219
GCH1,-0.08940319
EEF2K,-0.089405789
TFAM,-0.089455764
INTS4,-0.089487142
PARK7,-0.089552001
BST1,-0.089557558
LHFPL4,-0.089626788
CENPN,-0.089647595
CALB1,-0.08964876
BRIX1,-0.089655213
NFIB,-0.089659901
URM1,-0.089673542
WDR4,-0.089706004
SDHB,-0.089710908
APH1B,-0.089721586
C14orf119,-0.089728694
DLGAP5,-0.089730173
COL5A2,-0.089743826
TYRP1,-0.089749053
UBFD1,-0.089783046
IQSEC1,-0.089831477
PSMC3,-0.089847376
LRRC4,-0.089879071
LINC01000,-0.089929455
CRHBP,-0.089952236
FUZ,-0.089963197
KIAA1328,-0.089977899
DAAM1,-0.090089878
TPX2,-0.09011454
ST7L,-0.090118711
TRAPPC2L,-0.090131555
PRPF3,-0.09016893
CTTN,-0.090171344
ITGA8,-0.090213848
CSRP1,-0.090249046
ATP5D,-0.090262363
HSD17B4,-0.090270764
CREB5,-0.090362156
RNF2,-0.090440958
MAPKAPK5-AS1,-0.090475837
FAM32A,-0.090557159
VPS72,-0.090562178
PDE7B,-0.090577447
NDUFA4,-0.090581815
NRAV,-0.090596762
RPL37,-0.090629026
C5orf63,-0.090672691
DKFZP434A062,-0.090747317
CACNA1D,-0.090804329
HSBP1L1,-0.090905495
RAPGEF5,-0.09095823
BEST1,-0.090960791
EDF1,-0.090974155
MRPL17,-0.090979836
SYT2,-0.090980576
TUBA1C,-0.091016101
LRRC8D,-0.091022226
LAMTOR5,-0.091046397
POT1,-0.091046767
MGAT4A,-0.091120301
OSBPL1A,-0.091153657
PEAK1,-0.091176708
NOTCH3,-0.091197883
DSP,-0.09119991
MGAT3,-0.091227066
ALDH3A2,-0.091247994
CA10,-0.091418008
GRID2,-0.091444062
NET1,-0.091480124
ATP5S,-0.091517057
DGKZ,-0.091521049
NOL7,-0.091528922
UBAC2,-0.091530388
H3F3B,-0.091580262
WTIP,-0.091591518
CDC42,-0.091601861
DNTTIP2,-0.091635425
LARP1B,-0.091664627
MZT1,-0.091680801
C9orf114,-0.091699077
CNN3,-0.09170339
SENP6,-0.091708326
RPS27L,-0.091715798
NDUFA12,-0.091802139
FSTL5,-0.091870349
THNSL1,-0.091885204
MS4A6A,-0.091906953
INSIG2,-0.091927015
KIF27,-0.091936616
GMEB1,-0.091944171
KANK4,-0.091962627
SREK1IP1,-0.092003878
OSER1-AS1,-0.092031088
METAP2,-0.092041426
SRSF7,-0.092055369
ADPRHL2,-0.092181747
SIRT3,-0.092192482
CACYBP,-0.092213554
PALD1,-0.09221932
BRD2,-0.092258712
MAPK7,-0.092264881
ATP5G2,-0.092274779
SF3B5,-0.092310344
NKAIN2,-0.092318497
TAF5,-0.09237923
MDGA1,-0.092382368
NUDT7,-0.092411201
CNST,-0.092452028
SDK1,-0.09245672
H2AFV,-0.092501065
SZRD1,-0.092513193
1-Sep,-0.092522271
IREB2,-0.092523098
EIF4H,-0.092523143
NRXN1,-0.092576325
SUCLG1,-0.092596163
BUB1,-0.092629382
FBP1,-0.092630859
AKT1S1,-0.092698407
DDX21,-0.092702082
ANXA2,-0.092707748
ZNF621,-0.092732649
PCLO,-0.09275605
ST5,-0.09275818
PRIM2,-0.092758425
PRMT5,-0.092777838
IDH3A,-0.092792485
SOCS2,-0.092800723
RASSF3,-0.092822522
FAM104A,-0.092826589
PICK1,-0.092833519
MYBPC1,-0.092854381
TRO,-0.092877266
MAP3K6,-0.092967745
CACNB1,-0.092972474
FBXO6,-0.092977404
CSRP2BP,-0.093014116
SLC4A11,-0.093023623
SERBP1,-0.09304474
TOP3A,-0.093073176
MPHOSPH8,-0.093079324
TRIT1,-0.093089272
COL24A1,-0.093135147
CIR1,-0.093149109
SMAD3,-0.093158533
PTBP2,-0.093168673
FAM149A,-0.093179062
FTL,-0.093205057
ARAP1,-0.093230357
ARFGEF3,-0.093257527
EXOSC8,-0.093259977
FAM198B,-0.093263304
GUCY1A3,-0.093270793
IER5,-0.093274469
LINC00339,-0.093278726
TEX264,-0.093420417
HERC2P2,-0.093440731
HMGN1,-0.093449022
BUB3,-0.093536123
NDUFB2,-0.09359556
HDAC8,-0.093624071
LOC100506548,-0.093750935
DGCR14,-0.093763442
HBP1,-0.093826795
SMIM20,-0.093829508
CISD1,-0.093846619
MTIF3,-0.093930516
A4GALT,-0.094001296
ZFAND5,-0.094012749
CD37,-0.094022977
RSAD1,-0.094049148
RPS3A,-0.094054463
FBXO46,-0.09405649
CDKL2,-0.094062419
COMMD7,-0.094082302
S100A6,-0.094094132
MED17,-0.094175112
PKD1L2,-0.094215022
PSMB9,-0.094313792
TLE4,-0.094347483
DCTN6,-0.094377404
UTP18,-0.094415092
ATP6V0C,-0.094461342
SPCS2,-0.094471802
CADM3,-0.094481404
DDR1,-0.094482303
SAP130,-0.094489554
RHOBTB1,-0.094587119
RPH3A,-0.094603842
ABHD12B,-0.094628358
PMM2,-0.094677394
FAM195B,-0.094704656
TMEM2,-0.09472883
SLC25A30,-0.094735634
SOX12,-0.094744232
EPHB4,-0.094771408
ANKRD52,-0.094809514
BOLA3,-0.094818543
TMEM120A,-0.0948395
PCMT1,-0.094851725
RPS25,-0.094870901
GAS5,-0.094871205
SRSF10,-0.094872138
SERTAD2,-0.094918239
ADCK1,-0.095017066
HSD17B14,-0.095051928
AGPAT5,-0.09506613
USP42,-0.095066752
ELOVL2,-0.095100518
SRP19,-0.095160583
LINC00938,-0.095176918
LSM4,-0.095261295
TMEM190,-0.095295925
ZNF518B,-0.095301303
DFNB31,-0.095329288
FXYD7,-0.095361833
C9orf116,-0.09537789
FHL3,-0.095383927
NFRKB,-0.095386666
UBA5,-0.095420089
FAM149B1,-0.095441926
EFNB2,-0.095455331
ART3,-0.095485918
SS18L2,-0.095499765
COG3,-0.095500693
MLST8,-0.095528099
CCT2,-0.095536337
SAP30BP,-0.095660996
ITGA6,-0.095715909
METTL5,-0.095726526
FAM117A,-0.095735007
PRKCG,-0.095746931
NCKAP1,-0.09575255
NOV,-0.095764901
TEX2,-0.095765247
GLUD1,-0.095797476
GPR180,-0.095808858
PPIH,-0.095830669
ALG8,-0.095856483
PDE8B,-0.095858959
ARMCX2,-0.095862383
USP39,-0.095874307
CRIP1,-0.095913973
C11orf54,-0.09592885
ANAPC11,-0.09593032
EXD3,-0.096004078
LYAR,-0.096007115
SELO,-0.096014689
AAMP,-0.096032865
MUC4,-0.096047447
ZNF568,-0.096057404
NANS,-0.096170636
COA7,-0.096267071
FN1,-0.096281503
CHMP1B,-0.096285043
SLC2A4RG,-0.096351528
KLC1,-0.096372891
CFAP126,-0.096403323
YBX1,-0.096405196
DNMBP,-0.096407523
SLC17A7,-0.096451626
RNMT,-0.096479166
CCNT1,-0.0964957
WDR47,-0.096529666
SLC37A2,-0.09653803
CDH11,-0.096593663
MAGOH,-0.096647106
ISCA2,-0.096672175
UQCRQ,-0.096707588
TEX30,-0.0967516
MYO15B,-0.096768209
MYOCD,-0.096802195
PARP12,-0.096818339
COL9A1,-0.096925979
CRISPLD1,-0.096925979
TUBA4A,-0.096969662
CYP1A1,-0.096969827
CBWD1,-0.096980589
DPF1,-0.096983316
RBX1,-0.097073129
ZNF706,-0.097074981
TWISTNB,-0.097100306
CCDC149,-0.097101249
RAD9A,-0.097147288
AHSA1,-0.097165928
TCEA3,-0.097169328
GRK6,-0.097189027
INPP5J,-0.09719841
SNHG3,-0.097207034
NEUROD1,-0.097212446
CCDC43,-0.097216725
ACSL3,-0.097249612
C10orf76,-0.097251658
ZNF536,-0.097351956
LINC00599,-0.097410558
MAPK4,-0.097410558
NPC2,-0.097478518
ZNF275,-0.0975564
BLZF1,-0.097612522
HSD17B11,-0.097625784
MSH6,-0.097634686
ULK3,-0.097643209
RRAGA,-0.09765338
RPL37A,-0.097658227
GNAT1,-0.097685565
METTL1,-0.097716146
STK3,-0.097769328
PFN2,-0.097774585
AK2,-0.097794243
COMMD8,-0.097805674
C8B,-0.097847958
CLDN3,-0.097847958
GABRG2,-0.097847958
LIAS,-0.097855812
FBXO17,-0.097872159
ORAI3,-0.097898096
TCEANC2,-0.097943292
THOC6,-0.097981114
CITED2,-0.09802255
CRNKL1,-0.09805796
CTBP1,-0.098113839
THUMPD2,-0.098132808
UBE2L3,-0.098181301
TMEM126B,-0.098182736
RBM42,-0.098211803
NR4A2,-0.098224512
PRKAR1A,-0.098241298
ELK4,-0.098255155
SNAI2,-0.098255207
CHID1,-0.09830043
MYO1G,-0.098348028
FAM53B,-0.098392053
ESYT2,-0.098400194
AGTPBP1,-0.098409668
CYLD,-0.098425441
GIMAP2,-0.098427046
TMEM53,-0.098480829
ZDBF2,-0.098544975
TFG,-0.09855527
PITPNM2,-0.098580386
ATG2A,-0.09863045
CCNB2,-0.098632441
PSMA2,-0.098636753
TFE3,-0.098657655
UBXN11,-0.098667084
ACTR1A,-0.098722358
SUMO3,-0.098723167
SRPX,-0.098751542
MRE11A,-0.098759697
LRIF1,-0.098794864
IFT74,-0.098887034
JAGN1,-0.098902933
KNDC1,-0.098913486
PAQR5,-0.098978523
ZNF777,-0.0990236
VWF,-0.099026022
KLHL15,-0.099037564
ABAT,-0.099039992
TBC1D4,-0.099060773
POLR3GL,-0.099104019
MCAM,-0.09911983
TGM2,-0.099133695
IL11RA,-0.099139198
RPL12,-0.099163696
CLASRP,-0.099170691
CD24,-0.099231266
MCRS1,-0.099266707
STMN3,-0.099291012
GSTM4,-0.099301999
PSMD9,-0.099308122
MEF2BNB,-0.099309869
SGCB,-0.099347772
KATNAL1,-0.099472296
TBX5,-0.099508893
BIN3,-0.099530386
TMED1,-0.099540567
FIGN,-0.099544471
G6PC2,-0.099544471
KRT16,-0.099544471
MMP1,-0.099544471
SLC6A12,-0.099544471
FRG1,-0.099633624
MPP2,-0.099681165
TMEM265,-0.099735314
CXCL13,-0.09974903
RNF216P1,-0.099767645
PPARG,-0.099793231
FASTKD3,-0.099812713
OPTN,-0.09984258
SUPT3H,-0.099890187
UCP2,-0.099930431
VAMP1,-0.099947621
RGS14,-0.099995957
MFAP5,-0.099996603
SHISA7,-0.100021013
MYCL,-0.100023077
ACP6,-0.10005203
COL4A5,-0.100071664
DDX10,-0.10013591
MACROD2,-0.10014681
TMEM196,-0.10014681
C1orf52,-0.100155881
RPL35A,-0.100234104
ATXN10,-0.100247458
CSRNP3,-0.100261729
PRKAA2,-0.100310927
RPS6KB2,-0.10041366
CLINT1,-0.100490517
KCNE3,-0.100503091
MOV10,-0.100538924
MRPL41,-0.100589901
SDAD1,-0.100599523
CCNL1,-0.100600752
ZNF503,-0.100615216
UNC5C,-0.100632053
GFER,-0.100640168
IGBP1,-0.10066452
RIC8A,-0.100685134
ZNF470,-0.100685218
SMARCB1,-0.100712598
SH3PXD2B,-0.100734652
SNRNP25,-0.100780283
IDI1,-0.100792642
NFIL3,-0.100849638
PVRL2,-0.100885626
C15orf52,-0.100965509
RCAN3,-0.101027609
SNN,-0.101085371
CDC34,-0.101113226
SLCO2B1,-0.101167941
MEST,-0.101171509
CYBA,-0.101196292
CBX4,-0.101207039
PDHA1,-0.101268559
SH3TC1,-0.101296682
PTTG1IP,-0.101320786
HOOK1,-0.10136137
CDH3,-0.101377439
FXYD3,-0.101386637
ZNF256,-0.101402435
TTC37,-0.101407336
ABHD10,-0.101449687
MTX2,-0.101463568
FAM49A,-0.101497445
PCBP3,-0.101518923
MRPL22,-0.101531339
GFPT2,-0.101565837
PIGF,-0.10157798
MPDU1,-0.101594432
LARP7,-0.101610978
ZNF229,-0.101648462
ERCC2,-0.10175136
MRPL39,-0.10177531
PPP2CA,-0.10177981
TMEM138,-0.101806042
LRP4,-0.101806675
PARP2,-0.10188388
SIGMAR1,-0.101891651
C17orf96,-0.101940908
TFDP1,-0.101958975
ARPC2,-0.101975715
MELK,-0.101982297
SH3BP1,-0.102018861
SPTBN1,-0.102055314
WNK2,-0.102121386
STAG3L5P-PVRIG2P-PILRB,-0.102132705
VAMP8,-0.102156063
COL14A1,-0.102156432
SYCP2,-0.10217466
TCF4,-0.102201462
SVEP1,-0.102209225
ZNF317,-0.10221401
TPP2,-0.102237052
